signal,program_code,exhibition_date,program_start_time,average_audience
PE1,NBRA,2020-06-04,2020-06-04T11:30:00.000Z,164446.55681818182
DF,N19H,2020-06-15,2020-06-15T22:40:00.000Z,426086.7346938776
SP1,COR2,2020-05-23,2020-05-23T06:43:00.000Z,309628.78651685396
PE1,DFAU,2020-06-28,2020-06-28T20:58:00.000Z,471577.8512396694
DF,PTV1,2020-04-09,2020-04-09T15:00:00.000Z,233268.38823529411
PE1,FATI,2020-06-23,2020-06-23T13:00:00.000Z,107626.61666666667
RJ,ALTA,2020-04-25,2020-04-26T02:53:00.000Z,776133.4591836735
PE1,MISA,2020-05-24,2020-05-24T09:24:00.000Z,115277.09677419355
SP1,GRUD,2020-06-21,2020-06-21T11:29:00.000Z,842146.4561403509
PE1,SAME,2020-05-25,2020-05-25T05:07:00.000Z,120308.1
SP1,N18H,2020-06-24,2020-06-24T21:29:00.000Z,1781007.641025641
SP1,COR1,2020-05-15,2020-05-15T04:54:00.000Z,478292.6777777778
DF,JGLO,2020-04-13,2020-04-13T03:42:00.000Z,110652.17307692308
BH,TARA,2020-06-15,2020-06-15T18:00:00.000Z,284645.27358490566
RJ,NBRA,2020-06-22,2020-06-22T11:30:00.000Z,599347.7111111111
DF,N20H,2020-05-05,2020-05-06T00:40:00.000Z,368093.0
DF,TNOB,2020-05-05,2020-05-06T02:29:00.000Z,111940.39130434782
RJ,JGLO,2020-05-14,2020-05-14T03:48:00.000Z,582000.0925925926
SP1,N18H,2020-05-08,2020-05-08T21:33:00.000Z,1512056.4390243902
SP1,BPRA,2020-04-22,2020-04-22T09:00:00.000Z,548047.3154362416
PE1,SHT1,2020-05-05,2020-05-06T01:38:00.000Z,415188.8431372549
SP1,COR2,2020-06-20,2020-06-20T06:33:00.000Z,313730.86813186813
RJ,JHOJ,2020-06-02,2020-06-02T16:25:00.000Z,971266.5333333333
DF,NBRA,2020-06-24,2020-06-24T11:30:00.000Z,113226.67415730337
RJ,AUTO,2020-06-28,2020-06-28T12:29:00.000Z,722345.7741935484
DF,PTV1,2020-04-11,2020-04-11T14:59:00.000Z,216889.8023255814
SP1,BPRA,2020-04-24,2020-04-24T09:00:00.000Z,647970.9127516778
DF,PTV1,2020-06-18,2020-06-18T15:00:00.000Z,199192.67857142858
PE1,TNOB,2020-06-09,2020-06-10T02:27:00.000Z,213474.9347826087
PE1,COR1,2020-04-18,2020-04-18T07:35:00.000Z,66906.2523364486
RJ,NBRA,2020-04-23,2020-04-23T11:30:00.000Z,615694.7272727273
BH,N20H,2020-05-19,2020-05-20T00:42:00.000Z,853604.448275862
PE1,SJGL,2020-06-20,2020-06-20T17:49:00.000Z,256511.9534883721
DF,BIAL,2020-06-25,2020-06-25T04:40:00.000Z,14111.142857142857
SP1,TMAX,2020-04-12,2020-04-12T17:00:00.000Z,1279731.205882353
BH,PTV2,2020-05-15,2020-05-15T22:09:00.000Z,785593.375
PE1,PTV2,2020-05-05,2020-05-05T22:09:00.000Z,933837.0
BH,BIAL,2020-05-27,2020-05-27T04:19:00.000Z,98595.36363636363
RJ,ALTA,2020-04-11,2020-04-12T01:54:00.000Z,1016860.7448979592
RJ,MEPR,2020-05-02,2020-05-02T17:33:00.000Z,1089694.9090909092
SP1,COR1,2020-05-10,2020-05-10T05:05:00.000Z,497979.3043478261
PE1,VALE,2020-06-05,2020-06-05T19:48:00.000Z,677895.4024390244
SP1,TMAX,2020-06-07,2020-06-07T16:45:00.000Z,1018606.4341085271
PE1,CORO,2020-05-01,2020-05-01T12:49:00.000Z,140674.87037037036
RJ,HORA,2020-06-29,2020-06-29T07:00:00.000Z,263720.075
BH,CORO,2020-04-30,2020-04-30T12:51:00.000Z,96220.68518518518
RJ,COR1,2020-05-18,2020-05-18T05:39:00.000Z,482671.1975308642
PE1,SUCI,2020-05-02,2020-05-02T05:12:00.000Z,64006.15151515151
DF,COR1,2020-05-01,2020-05-01T05:02:00.000Z,16193.449612403101
DF,SHOV,2020-06-21,2020-06-21T15:40:00.000Z,112824.92207792208
BH,JNAS,2020-04-18,2020-04-18T23:30:00.000Z,744701.5
BH,JNAC,2020-05-01,2020-05-01T23:30:00.000Z,662370.1451612903
BH,JNAC,2020-06-19,2020-06-19T23:30:00.000Z,764895.5079365079
BH,N19H,2020-05-28,2020-05-28T22:40:00.000Z,1088469.448979592
DF,N20H,2020-04-29,2020-04-30T00:44:00.000Z,397292.92063492065
DF,N18S,2020-06-27,2020-06-27T21:25:00.000Z,132072.04545454544
DF,VALE,2020-04-16,2020-04-16T19:35:00.000Z,286820.53125
SP1,PTV1,2020-05-08,2020-05-08T15:01:00.000Z,1107377.253012048
RJ,FATI,2020-06-01,2020-06-01T13:01:00.000Z,494292.87394957984
PE1,TELA,2020-05-11,2020-05-12T01:41:00.000Z,461100.72
PE1,PTV1,2020-05-04,2020-05-04T15:01:00.000Z,434784.9404761905
BH,FATI,2020-06-12,2020-06-12T13:01:00.000Z,110674.05785123968
SP1,MALH,2020-05-26,2020-05-26T21:04:00.000Z,1587094.8148148148
SP1,HORA,2020-05-26,2020-05-26T07:00:00.000Z,348994.7166666667
SP1,COR1,2020-04-29,2020-04-29T05:02:00.000Z,482650.3728813559
RJ,SAME,2020-05-22,2020-05-22T05:12:00.000Z,379050.26666666666
RJ,MISA,2020-05-24,2020-05-24T09:24:00.000Z,308056.9193548387
BH,FATI,2020-05-29,2020-05-29T12:59:00.000Z,100765.36363636363
PE1,N19S,2020-06-20,2020-06-20T22:40:00.000Z,834797.9591836735
SP1,JNAC,2020-04-27,2020-04-27T23:30:00.000Z,3178900.5396825396
BH,FATI,2020-04-22,2020-04-22T13:45:00.000Z,127967.86666666667
RJ,BIGB,2020-04-12,2020-04-13T01:45:00.000Z,1884190.16
BH,COR1,2020-05-05,2020-05-05T05:12:00.000Z,79070.16666666667
RJ,JHOJ,2020-06-04,2020-06-04T16:25:00.000Z,912750.8571428572
PE1,CORO,2020-04-22,2020-04-22T12:50:00.000Z,181758.54545454544
DF,N19H,2020-04-15,2020-04-15T22:40:00.000Z,369278.2448979592
BH,ALTA,2020-04-11,2020-04-12T01:54:00.000Z,345698.13265306124
PE1,JHOJ,2020-06-02,2020-06-02T16:25:00.000Z,363863.18888888886
PE1,N20H,2020-06-01,2020-06-02T00:35:00.000Z,824944.5454545454
RJ,JHOJ,2020-05-28,2020-05-28T16:25:00.000Z,951617.7227722772
BH,BIAL,2020-05-25,2020-05-25T04:35:00.000Z,112762.3125
BH,COR1,2020-05-25,2020-05-25T05:47:00.000Z,76779.79452054795
BH,HORA,2020-04-23,2020-04-23T07:00:00.000Z,88468.325
SP1,BIAL,2020-06-11,2020-06-11T04:28:00.000Z,563677.9444444445
SP1,N18H,2020-06-11,2020-06-11T21:30:00.000Z,1507422.9166666667
DF,N18H,2020-04-29,2020-04-29T21:30:00.000Z,231146.48648648648
SP1,GRUD,2020-06-14,2020-06-14T11:33:00.000Z,948038.5964912281
SP1,PTV1,2020-04-10,2020-04-10T15:01:00.000Z,1099392.096385542
PE1,NBRA,2020-06-12,2020-06-12T11:30:00.000Z,169498.41758241758
PE1,CIMA,2020-06-28,2020-06-28T03:27:00.000Z,94548.57251908397
PE1,COR2,2020-06-26,2020-06-26T07:17:00.000Z,33595.77173913043
PE1,CASA,2020-05-02,2020-05-02T09:50:00.000Z,132208.78064516129
PE1,SAME,2020-06-23,2020-06-23T04:48:00.000Z,30073.936170212764
DF,N18S,2020-04-25,2020-04-25T21:36:00.000Z,156015.65853658537
BH,COR2,2020-04-17,2020-04-17T07:29:00.000Z,49018.09302325582
BH,JNAC,2020-06-15,2020-06-15T23:30:00.000Z,902478.3333333334
BH,VALE,2020-04-14,2020-04-14T19:49:00.000Z,896277.7631578947
DF,N19H,2020-04-17,2020-04-17T22:43:00.000Z,332157.0869565217
RJ,PTV2,2020-04-29,2020-04-29T22:07:00.000Z,1873792.5625
PE1,CIMA,2020-06-21,2020-06-21T03:54:00.000Z,115253.95505617978
RJ,JHOJ,2020-04-14,2020-04-14T16:25:00.000Z,1209976.1382978724
BH,JNAC,2020-05-07,2020-05-07T23:30:00.000Z,905650.4324324324
BH,PTV1,2020-04-13,2020-04-13T15:00:00.000Z,387833.7294117647
SP1,COR1,2020-05-06,2020-05-06T05:32:00.000Z,413899.0227272727
SP1,REPO,2020-06-05,2020-06-06T01:25:00.000Z,1653133.4224137932
PE1,NBRA,2020-05-13,2020-05-13T11:30:00.000Z,173070.8125
DF,BIAL,2020-06-24,2020-06-24T04:20:00.000Z,28695.4358974359
RJ,GRUD,2020-06-28,2020-06-28T11:31:00.000Z,757337.947368421
SP1,MALH,2020-05-05,2020-05-05T20:58:00.000Z,1642359.5454545454
DF,SHT1,2020-06-16,2020-06-17T01:33:00.000Z,215941.74074074073
SP1,COR2,2020-05-01,2020-05-01T07:12:00.000Z,342777.9514563107
DF,SHT1,2020-06-30,2020-07-01T01:42:00.000Z,238115.14
SP1,HORA,2020-05-07,2020-05-07T07:00:00.000Z,371656.4
RJ,ALTA,2020-05-09,2020-05-10T02:24:00.000Z,952113.9
BH,TMAX,2020-05-03,2020-05-03T16:19:00.000Z,303312.7517241379
PE1,FGGE,2020-05-17,2020-05-17T18:48:00.000Z,455606.347826087
DF,JHOJ,2020-05-16,2020-05-16T16:05:00.000Z,224061.6274509804
BH,DFAU,2020-04-12,2020-04-12T21:08:00.000Z,446422.4414414414
PE1,SUCI,2020-04-11,2020-04-11T03:32:00.000Z,69455.32231404958
SP1,TARA,2020-06-01,2020-06-01T17:56:00.000Z,1173502.1650485436
PE1,FANT,2020-04-19,2020-04-19T22:57:00.000Z,587345.4252873564
SP1,FGGE,2020-05-10,2020-05-10T19:05:00.000Z,987442.0924369748
BH,PTV1,2020-06-25,2020-06-25T15:00:00.000Z,263449.38095238095
RJ,PTV1,2020-06-05,2020-06-05T15:01:00.000Z,946309.9277108434
DF,CORO,2020-04-22,2020-04-22T12:50:00.000Z,82485.05555555556
DF,REPO,2020-06-05,2020-06-06T01:25:00.000Z,162065.5344827586
BH,PTV1,2020-05-14,2020-05-14T15:01:00.000Z,296262.4096385542
PE1,TARA,2020-05-15,2020-05-15T18:00:00.000Z,484066.3366336634
PE1,MALH,2020-06-16,2020-06-16T21:05:00.000Z,648801.5925925926
PE1,REPO,2020-06-26,2020-06-27T01:31:00.000Z,516002.9375
PE1,PTV2,2020-05-28,2020-05-28T22:11:00.000Z,849326.3103448276
DF,PTV1,2020-06-20,2020-06-20T15:00:00.000Z,161797.53846153847
DF,COR1,2020-05-27,2020-05-27T05:39:00.000Z,24559.296296296296
SP1,SAME,2020-06-09,2020-06-09T04:57:00.000Z,616149.0217391305
RJ,PTV2,2020-05-05,2020-05-05T22:06:00.000Z,1711415.638888889
BH,FATI,2020-06-30,2020-06-30T12:59:00.000Z,87714.30578512397
PE1,NBRA,2020-05-20,2020-05-20T11:30:00.000Z,257912.23376623375
SP1,NBRA,2020-06-10,2020-06-10T11:30:00.000Z,680606.1538461539
PE1,CINE,2020-06-24,2020-06-25T01:30:00.000Z,368681.33027522935
SP1,N18S,2020-06-27,2020-06-27T21:26:00.000Z,1648826.5454545454
SP1,BIGB,2020-04-16,2020-04-17T01:44:00.000Z,3101790.7538461536
BH,EMPR,2020-05-10,2020-05-10T10:43:00.000Z,118403.76470588235
PE1,BPRA,2020-04-20,2020-04-20T09:00:00.000Z,206576.12751677854
RJ,BIGB,2020-04-16,2020-04-17T01:44:00.000Z,2425696.107692308
PE1,PTV2,2020-04-28,2020-04-28T22:09:00.000Z,862370.4516129033
DF,CORO,2020-05-20,2020-05-20T12:48:00.000Z,95603.05454545455
BH,JNAC,2020-06-01,2020-06-01T23:30:00.000Z,832901.3846153846
BH,N18H,2020-06-25,2020-06-25T21:40:00.000Z,807242.0571428571
DF,N18H,2020-06-22,2020-06-22T21:30:00.000Z,191013.05128205128
RJ,JNAC,2020-04-27,2020-04-27T23:30:00.000Z,2072130.126984127
PE1,GLCO,2020-04-26,2020-04-26T10:27:00.000Z,112962.25925925926
BH,HUCK,2020-05-30,2020-05-30T18:50:00.000Z,442417.0
BH,SAME,2020-04-30,2020-04-30T04:57:00.000Z,130967.1914893617
PE1,FANT,2020-05-31,2020-05-31T22:59:00.000Z,436209.92
RJ,COR2,2020-04-10,2020-04-10T07:10:00.000Z,300031.2788461539
RJ,ESPO,2020-04-26,2020-04-26T13:00:00.000Z,630951.0962962963
BH,JGLO,2020-05-28,2020-05-28T03:36:00.000Z,190896.96666666667
BH,TELA,2020-06-08,2020-06-09T01:25:00.000Z,463542.3388429752
BH,N19H,2020-06-15,2020-06-15T22:41:00.000Z,1060035.9791666667
RJ,N19H,2020-06-22,2020-06-22T22:43:00.000Z,2095043.2608695652
RJ,N19H,2020-05-14,2020-05-14T22:43:00.000Z,2120187.282608696
SP1,COR1,2020-05-20,2020-05-20T05:49:00.000Z,353587.3661971831
BH,N20H,2020-06-05,2020-06-06T00:38:00.000Z,799749.914893617
DF,DC60,2020-04-11,2020-04-11T17:32:00.000Z,175790.53658536586
PE1,BIAL,2020-05-27,2020-05-27T04:19:00.000Z,73856.30303030302
BH,HORA,2020-06-11,2020-06-11T07:00:00.000Z,38490.025
PE1,VALE,2020-06-19,2020-06-19T19:43:00.000Z,892665.9523809524
BH,SAME,2020-04-21,2020-04-21T04:14:00.000Z,205948.40425531915
DF,N18H,2020-06-25,2020-06-25T21:33:00.000Z,228118.74285714285
RJ,COR2,2020-06-27,2020-06-27T07:20:00.000Z,256426.46456692912
BH,CBIL,2020-06-28,2020-06-28T18:44:00.000Z,455716.32835820894
BH,MISA,2020-04-12,2020-04-12T09:29:00.000Z,151472.1935483871
BH,DFAU,2020-06-21,2020-06-21T20:58:00.000Z,383635.1157024793
DF,TARA,2020-05-26,2020-05-26T17:57:00.000Z,107800.35789473684
DF,N18H,2020-05-14,2020-05-14T21:32:00.000Z,198189.81818181818
RJ,N18H,2020-04-09,2020-04-09T21:29:00.000Z,1696426.857142857
PE1,JGLO,2020-04-17,2020-04-17T03:18:00.000Z,137326.7741935484
RJ,COR1,2020-04-12,2020-04-12T05:44:00.000Z,393156.7631578947
SP1,AUTO,2020-05-31,2020-05-31T12:32:00.000Z,772873.25
RJ,JNAC,2020-06-19,2020-06-19T23:30:00.000Z,2014119.746031746
BH,MISA,2020-05-10,2020-05-10T09:11:00.000Z,86058.484375
BH,CESP,2020-06-12,2020-06-13T02:02:00.000Z,238847.22857142857
RJ,PTV2,2020-05-08,2020-05-08T22:14:00.000Z,1647856.5172413792
RJ,PTV2,2020-06-24,2020-06-24T22:06:00.000Z,1900271.303030303
RJ,TARA,2020-06-24,2020-06-24T18:02:00.000Z,863164.9347826086
SP1,HORA,2020-06-18,2020-06-18T07:00:00.000Z,337481.19166666665
BH,MALH,2020-04-20,2020-04-20T21:02:00.000Z,661198.2857142857
PE1,COR1,2020-06-04,2020-06-04T05:54:00.000Z,32418.121212121212
PE1,N19H,2020-04-14,2020-04-14T22:43:00.000Z,950898.9782608695
PE1,SAME,2020-05-15,2020-05-15T04:09:00.000Z,68156.71111111112
PE1,DFAU,2020-04-19,2020-04-19T21:04:00.000Z,523345.9557522124
DF,JNAC,2020-06-01,2020-06-01T23:30:00.000Z,353932.8461538461
BH,HUCK,2020-05-02,2020-05-02T19:01:00.000Z,455104.425
BH,SSUP,2020-05-01,2020-05-02T02:20:00.000Z,242493.75510204083
PE1,TARA,2020-06-23,2020-06-23T17:58:00.000Z,347065.175257732
RJ,SAME,2020-05-05,2020-05-05T04:23:00.000Z,528061.8541666666
RJ,PTV1,2020-06-18,2020-06-18T15:00:00.000Z,907637.3095238095
PE1,BPRA,2020-04-13,2020-04-13T09:00:00.000Z,240646.63087248322
BH,N18H,2020-04-17,2020-04-17T21:42:00.000Z,754973.46875
BH,FATI,2020-05-11,2020-05-11T13:44:00.000Z,116460.07792207792
BH,PTV1,2020-05-28,2020-05-28T15:00:00.000Z,245235.7380952381
BH,JGLO,2020-05-26,2020-05-26T03:19:00.000Z,213807.5344827586
SP1,CASA,2020-06-20,2020-06-20T09:50:00.000Z,419447.54193548387
SP1,N19H,2020-06-12,2020-06-12T22:40:00.000Z,2333046.9183673467
SP1,NBRA,2020-05-27,2020-05-27T11:30:00.000Z,719564.0869565217
DF,CASA,2020-04-11,2020-04-11T09:50:00.000Z,61039.48543689321
SP1,CORO,2020-05-05,2020-05-05T12:49:00.000Z,616445.5849056604
SP1,SAME,2020-05-05,2020-05-05T04:23:00.000Z,779646.3617021276
PE1,NBRA,2020-05-27,2020-05-27T11:30:00.000Z,129399.94565217392
SP1,COR1,2020-05-01,2020-05-01T05:02:00.000Z,412050.6434108527
SP1,PTV2,2020-05-26,2020-05-26T22:08:00.000Z,2081346.8484848484
BH,NBRA,2020-05-20,2020-05-20T11:30:00.000Z,108656.03896103895
PE1,PTV2,2020-04-24,2020-04-24T22:12:00.000Z,865839.0645161291
SP1,HUCK,2020-05-02,2020-05-02T19:05:00.000Z,1299650.5031847134
RJ,JGLO,2020-06-15,2020-06-15T03:24:00.000Z,651749.1538461539
RJ,PTV1,2020-06-15,2020-06-15T15:00:00.000Z,1120491.7590361445
DF,TARA,2020-05-05,2020-05-05T17:57:00.000Z,106450.08421052631
RJ,PTV1,2020-05-29,2020-05-29T15:01:00.000Z,874006.9036144578
PE1,MALH,2020-06-02,2020-06-02T21:01:00.000Z,566876.7407407408
BH,N18S,2020-04-18,2020-04-18T21:37:00.000Z,595568.8055555555
DF,JNAS,2020-04-25,2020-04-25T23:30:00.000Z,329063.6
SP1,N19H,2020-06-05,2020-06-05T22:44:00.000Z,2615945.2
BH,GRUD,2020-04-19,2020-04-19T11:32:00.000Z,261693.59649122806
RJ,FATI,2020-06-08,2020-06-08T12:59:00.000Z,414172.48360655736
RJ,JNAC,2020-06-08,2020-06-08T23:30:00.000Z,1921125.1617647058
RJ,SAME,2020-06-26,2020-06-26T04:49:00.000Z,434593.21276595746
SP1,MALH,2020-06-22,2020-06-22T21:07:00.000Z,1619965.076923077
SP1,SAME,2020-06-08,2020-06-08T05:05:00.000Z,542734.4146341464
DF,SSAB,2020-05-23,2020-05-23T17:14:00.000Z,170101.60416666666
SP1,NBRA,2020-06-12,2020-06-12T11:30:00.000Z,684136.967032967
PE1,SAME,2020-05-13,2020-05-13T04:32:00.000Z,85239.16666666667
PE1,MALH,2020-06-10,2020-06-10T20:58:00.000Z,514050.15625
SP1,VALE,2020-05-07,2020-05-07T19:39:00.000Z,1832404.7073170731
SP1,BIAL,2020-06-23,2020-06-23T04:11:00.000Z,587016.7714285714
SP1,N18H,2020-06-23,2020-06-23T21:29:00.000Z,1558317.3846153845
PE1,ALTA,2020-05-02,2020-05-03T02:12:00.000Z,235345.5
DF,MISA,2020-06-28,2020-06-28T09:27:00.000Z,54763.85964912281
DF,PTV2,2020-05-18,2020-05-18T22:09:00.000Z,368692.97142857144
RJ,HORA,2020-05-04,2020-05-04T07:00:00.000Z,312892.7
RJ,VOIK,2020-04-19,2020-04-19T15:30:00.000Z,846996.1860465116
SP1,JHOJ,2020-06-10,2020-06-10T16:25:00.000Z,1021980.2
PE1,VALE,2020-06-24,2020-06-24T19:29:00.000Z,604869.5227272727
SP1,TARA,2020-04-20,2020-04-20T18:02:00.000Z,1536060.3148148148
RJ,SUCI,2020-05-02,2020-05-02T03:44:00.000Z,454935.55
BH,PEGD,2020-06-23,2020-06-24T02:11:00.000Z,182470.5283018868
BH,BIAL,2020-06-25,2020-06-25T04:40:00.000Z,103007.65714285715
DF,BIGB,2020-04-11,2020-04-12T01:27:00.000Z,236350.44444444444
BH,N20H,2020-06-19,2020-06-20T00:33:00.000Z,869957.3829787234
PE1,PTV1,2020-04-10,2020-04-10T15:01:00.000Z,332696.38095238095
PE1,N20H,2020-04-13,2020-04-14T00:28:00.000Z,919686.1451612903
SP1,N19H,2020-04-28,2020-04-28T22:41:00.000Z,2889726.2291666665
PE1,VALE,2020-05-18,2020-05-18T19:38:00.000Z,619529.1609195402
BH,SAME,2020-04-09,2020-04-09T04:01:00.000Z,181481.77777777778
BH,CORO,2020-04-09,2020-04-09T13:03:00.000Z,191577.2136752137
PE1,TARA,2020-06-16,2020-06-16T18:00:00.000Z,345296.67
PE1,ESJA,2020-05-30,2020-05-30T17:08:00.000Z,243473.7868852459
PE1,COR1,2020-06-01,2020-06-01T05:48:00.000Z,4438.625
DF,JHOJ,2020-05-27,2020-05-27T16:25:00.000Z,171704.08421052631
RJ,COR1,2020-05-05,2020-05-05T05:12:00.000Z,375055.6111111111
PE1,PTV2,2020-05-20,2020-05-20T22:13:00.000Z,845793.4666666667
PE1,JNAC,2020-05-21,2020-05-21T23:30:00.000Z,778129.5142857142
BH,SERA,2020-06-27,2020-06-27T08:50:00.000Z,26245.508474576272
BH,N19S,2020-05-16,2020-05-16T22:37:00.000Z,772801.0
SP1,N18H,2020-06-01,2020-06-01T21:30:00.000Z,1540430.388888889
PE1,N19H,2020-06-30,2020-06-30T22:37:00.000Z,907575.0576923077
DF,BPRA,2020-05-20,2020-05-20T09:00:00.000Z,87591.6644295302
RJ,JGLO,2020-05-08,2020-05-08T03:15:00.000Z,587932.7936507936
DF,HORA,2020-04-14,2020-04-14T07:00:00.000Z,17082.525
PE1,JNAC,2020-04-30,2020-04-30T23:30:00.000Z,819885.375
PE1,N18H,2020-05-01,2020-05-01T21:39:00.000Z,762817.7777777778
PE1,JGLO,2020-05-01,2020-05-01T03:10:00.000Z,105081.39682539682
PE1,ESPO,2020-05-10,2020-05-10T12:45:00.000Z,186746.08695652173
BH,N20H,2020-05-13,2020-05-14T00:39:00.000Z,904196.15625
RJ,NBRA,2020-04-15,2020-04-15T11:30:00.000Z,723645.1868131869
PE1,AUTO,2020-04-26,2020-04-26T12:29:00.000Z,227518.2258064516
PE1,NBRA,2020-05-18,2020-05-18T11:30:00.000Z,239162.20253164557
BH,COR1,2020-05-30,2020-05-30T05:30:00.000Z,57285.99074074074
BH,COR2,2020-05-30,2020-05-30T07:18:00.000Z,64498.65873015873
DF,FATI,2020-06-15,2020-06-15T13:00:00.000Z,92915.10833333334
SP1,N18H,2020-05-14,2020-05-14T21:33:00.000Z,1783312.7714285713
DF,N18H,2020-04-09,2020-04-09T21:28:00.000Z,155908.13636363635
PE1,N18H,2020-06-23,2020-06-23T21:29:00.000Z,578521.5128205129
RJ,JGLO,2020-06-18,2020-06-18T03:40:00.000Z,441350.8153846154
RJ,VALE,2020-05-27,2020-05-27T19:41:00.000Z,1554761.6144578313
DF,TARA,2020-06-10,2020-06-10T18:00:00.000Z,115748.02105263158
SP1,BPRA,2020-05-04,2020-05-04T09:00:00.000Z,689802.6241610738
BH,BIGB,2020-04-13,2020-04-14T01:31:00.000Z,870712.5813953489
BH,N18S,2020-05-09,2020-05-09T21:30:00.000Z,512757.65
DF,REPO,2020-04-17,2020-04-18T02:32:00.000Z,171215.19565217392
BH,SAME,2020-05-28,2020-05-28T05:05:00.000Z,55578.89743589744
DF,MALH,2020-05-06,2020-05-06T21:01:00.000Z,163130.3103448276
BH,BPRA,2020-06-22,2020-06-22T09:00:00.000Z,108666.26845637584
BH,PTV1,2020-05-08,2020-05-08T15:01:00.000Z,275306.9277108434
SP1,VALE,2020-04-22,2020-04-22T19:49:00.000Z,2260929.9066666667
RJ,JHOJ,2020-05-01,2020-05-01T16:25:00.000Z,1056279.688172043
PE1,SERA,2020-05-09,2020-05-09T08:57:00.000Z,64191.25
SP1,JGLO,2020-05-26,2020-05-26T03:20:00.000Z,1196871.1929824562
DF,FATI,2020-06-11,2020-06-11T13:01:00.000Z,75165.65833333334
SP1,JHOJ,2020-04-27,2020-04-27T16:25:00.000Z,1292922.3
SP1,ESPO,2020-04-26,2020-04-26T13:00:00.000Z,730911.1481481482
SP1,N20S,2020-04-25,2020-04-26T00:26:00.000Z,3025061.919354839
SP1,HORA,2020-05-04,2020-05-04T07:00:00.000Z,440677.525
PE1,ALTA,2020-04-11,2020-04-12T01:54:00.000Z,319455.17346938775
DF,N18H,2020-06-01,2020-06-01T21:31:00.000Z,195167.7142857143
DF,CASA,2020-05-02,2020-05-02T09:50:00.000Z,44647.245161290324
SP1,COR2,2020-05-30,2020-05-30T07:18:00.000Z,269331.4682539682
BH,NBRA,2020-05-18,2020-05-18T11:30:00.000Z,117803.92405063291
DF,JGLO,2020-06-12,2020-06-12T03:48:00.000Z,45601.1
BH,N19H,2020-05-08,2020-05-08T22:45:00.000Z,926333.5
SP1,SHT1,2020-05-19,2020-05-20T01:40:00.000Z,1805026.6304347827
DF,TARA,2020-05-28,2020-05-28T18:06:00.000Z,134076.202020202
BH,N18H,2020-05-06,2020-05-06T21:37:00.000Z,687359.0
BH,AUTO,2020-05-31,2020-05-31T12:32:00.000Z,174037.32142857142
DF,TARA,2020-05-13,2020-05-13T18:00:00.000Z,119597.8380952381
SP1,FATI,2020-04-30,2020-04-30T13:45:00.000Z,657639.96
DF,BIGB,2020-04-18,2020-04-19T01:37:00.000Z,282647.9285714286
SP1,CORO,2020-05-01,2020-05-01T12:49:00.000Z,712915.3703703703
RJ,N20H,2020-04-22,2020-04-23T00:38:00.000Z,2398359.129032258
DF,COR1,2020-06-11,2020-06-11T05:41:00.000Z,22172.20253164557
PE1,MEPR,2020-06-20,2020-06-20T18:33:00.000Z,239022.70833333334
PE1,JGLO,2020-06-15,2020-06-15T03:24:00.000Z,208861.82692307694
RJ,SSAB,2020-06-27,2020-06-27T16:57:00.000Z,879902.9557522124
SP1,REPO,2020-04-10,2020-04-11T02:16:00.000Z,1702800.1333333333
SP1,FANT,2020-04-12,2020-04-12T23:00:00.000Z,2123291.2439024393
RJ,HORA,2020-06-04,2020-06-04T07:00:00.000Z,387610.0416666667
PE1,JNAC,2020-04-21,2020-04-21T23:30:00.000Z,782382.9333333333
DF,FATI,2020-04-28,2020-04-28T13:45:00.000Z,110691.08108108108
DF,GLCO,2020-05-10,2020-05-10T10:13:00.000Z,46766.48148148148
RJ,TARA,2020-05-28,2020-05-28T18:06:00.000Z,916938.494949495
PE1,CORO,2020-04-15,2020-04-15T13:02:00.000Z,229829.36752136753
RJ,CINE,2020-04-15,2020-04-16T02:18:00.000Z,1430251.0333333334
BH,JHOJ,2020-04-23,2020-04-23T16:25:00.000Z,313103.3296703297
SP1,COR1,2020-06-14,2020-06-14T05:25:00.000Z,512627.92631578946
SP1,PTV2,2020-05-29,2020-05-29T22:12:00.000Z,2057002.6875
BH,CINE,2020-06-24,2020-06-25T01:26:00.000Z,488664.8495575221
DF,BIGB,2020-04-23,2020-04-24T01:38:00.000Z,346051.3620689655
DF,PTV1,2020-05-30,2020-05-30T15:00:00.000Z,173779.6231884058
RJ,N19H,2020-06-12,2020-06-12T22:41:00.000Z,1808199.875
RJ,JHOJ,2020-06-25,2020-06-25T16:25:00.000Z,950080.1914893617
RJ,BPRA,2020-06-25,2020-06-25T09:00:00.000Z,615885.2617449665
RJ,PTV1,2020-06-25,2020-06-25T15:00:00.000Z,1003264.0714285715
SP1,CBIL,2020-06-21,2020-06-21T19:00:00.000Z,1513131.4237288137
PE1,SHO5,2020-05-07,2020-05-07T03:06:00.000Z,129811.04347826086
BH,JNAC,2020-06-30,2020-06-30T23:30:00.000Z,816126.0724637681
BH,HORA,2020-05-27,2020-05-27T07:00:00.000Z,63374.04201680672
BH,JNAC,2020-05-26,2020-05-26T23:30:00.000Z,744188.265625
BH,CINE,2020-04-22,2020-04-23T02:11:00.000Z,529517.5588235294
RJ,SERA,2020-05-30,2020-05-30T08:54:00.000Z,239887.54545454544
DF,VALE,2020-04-29,2020-04-29T19:42:00.000Z,251037.25925925927
PE1,PTV2,2020-04-20,2020-04-20T22:08:00.000Z,943660.5454545454
